OID_,OBJECTID_1,OBJECTID_2,OBJECTID,GEOMETRYID,CREATEDATE,EDITDATE,NOTES,TRLNAME,TRLSTATUS,TRLSURFACE,TRLUSE,CREATEUSER,EDITUSER,TRLALTNAME,MAPLABEL,TRLTYPE,TRLCLASS,SEASDESC,MAINTAINER,ISEXTANT,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYACCURACY,FACLOCID,FACASSETID,FEATUREID,SEASONAL,TRLFEATTYP,SEGNAME,SEGMENT,UNIT,UNITNUM,STANDARD,USERCLASS,HORSE_USE,OLDNAME,FMSSINFO,FMSS_YRBLT,Lngth_Mtrs,Lngth_Mile,GlobalID,Shape_Leng,PUBLICDISP,DATAACCESS,Shape__Len,GlobalID_2,min_elevat,max_elevat,total_elev
331,334.000000000000000,335.000000000000000,398.000000000000000,e1ece85e-74f6-4d71-94f5-25d59e403997,1442534400000.000000000000000,1691164836307.000000000000000, ,East Shore Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,2289.322845563250212,1.422516420925270,{37B78D36-BAE4-42E7-8173-FCA74B290C43},2288.547848409999915,Public Map Display,Unrestricted,2288.547848406999947,2daf12f9-b0b1-4e0c-bbf4-e693325676a5,2571.349609375000000,2616.056152343750000,44.706542968750000
332,335.000000000000000,336.000000000000000,399.000000000000000,610817c4-7dcc-47fa-a87d-521900a7485b,1442534400000.000000000000000,1691164836564.000000000000000, ,East Shore Tr,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,656.182150133504024,0.407731869487943,{095FC38B-BE78-4D94-9291-0B4DFDC3B741},655.960126209999999,Public Map Display,Unrestricted,655.960126210298995,89880a74-c407-405e-8fa5-9668167f5f21,2571.349609375000000,2596.052001953125000,24.702392578125000
333,336.000000000000000,337.000000000000000,400.000000000000000,8db72e1b-a255-478e-94ff-fbc5d7e638bd,1442534400000.000000000000000,1691164836814.000000000000000, ,East Shore Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Trail,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,5.488528424334220,0.003410406629830,{69916930-B54F-4FC4-99D8-0BC1A7227798},5.486674630000000,Public Map Display,Unrestricted,5.486674626758120,37a7ee61-378e-41f8-baed-c73efd186a0f,2571.349609375000000,2571.349609375000000,0.000000000000000
334,337.000000000000000,338.000000000000000,401.000000000000000,46438533-df14-428c-996d-29b423efb321,1442534400000.000000000000000,1691164837065.000000000000000, ,East Shore Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,581.472419714699981,0.361309488070829,{252E8B2F-1474-40D5-998A-6D9AD8C1F710},581.275745479999955,Public Map Display,Unrestricted,581.275745478397994,5efe1a6a-07ea-42ff-838c-2ff05ad39c72,2571.349609375000000,2571.349609375000000,0.000000000000000
335,338.000000000000000,339.000000000000000,402.000000000000000,5d09b42d-c959-48c6-bc70-232790024d4e,1442534400000.000000000000000,1691164837314.000000000000000, ,East Shore Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Trail,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,2.851537368299490,0.001771859630523,{B9D0C456-E3C1-431C-99DF-4EF2CEBE9D6E},2.850574230000000,Public Map Display,Unrestricted,2.850574229972180,8b0b48d0-954d-4751-89d4-ccd258539393,2571.349609375000000,2571.349609375000000,0.000000000000000
336,339.000000000000000,340.000000000000000,403.000000000000000,{146571CB-2308-436B-950C-3E2651C662FE},1442534400000.000000000000000,1691164837550.000000000000000, ,East Shore Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,651.182412005879996,0.404625182460093,{E5E86DAC-74C3-4712-ACE8-470743E26BEC},650.962383019999947,Public Map Display,Unrestricted,650.962383023129973,6e19664c-94b8-4d3e-8610-84aeb114c993,2571.349609375000000,2596.052001953125000,24.702392578125000
337,340.000000000000000,341.000000000000000,404.000000000000000,908bc2d2-be6b-46ed-a247-04ceddd49bfb,1442534400000.000000000000000,1691164837874.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,552.440683489852972,0.343270039599045,{C3C03FA7-532E-4CFD-BD4F-F68F67C2ED6A},552.254565169999978,Public Map Display,Unrestricted,552.254565171405034,3218001c-18ae-4729-a3cc-3f4c89afe54f,2795.262939453125000,2795.262939453125000,0.000000000000000
338,341.000000000000000,342.000000000000000,405.000000000000000,3d689a7a-2ada-4bb6-8d37-c069f92689c1,1442534400000.000000000000000,1691164838144.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,636.751100972218978,0.395657999451961,{765F0BB0-A601-4C2C-8456-3629F299D1CA},636.536854029999972,Public Map Display,Unrestricted,636.536854033490954,8c85a9c7-90e5-4fc4-bd16-147ad49ac1ae,2665.565429687500000,2795.262939453125000,-129.697509765625000
339,342.000000000000000,343.000000000000000,406.000000000000000,6b5c3698-a105-457a-b2fc-1b28fdda8a36,1442534400000.000000000000000,1691164838403.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,95.323665317392695,0.059231261103942,{3D771A8A-25B7-4A28-830A-5D3E991FA5C3},95.291619200000000,Public Map Display,Unrestricted,95.291619202597502,6e4b151a-9459-475c-a561-b3d45075bbf4,2665.565429687500000,2665.565429687500000,0.000000000000000
340,343.000000000000000,344.000000000000000,407.000000000000000,f44c48c3-fceb-4ffd-adcd-d63f3643e99a,1442534400000.000000000000000,1691164838659.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,90.154855226226999,0.056019517838645,{DC55C175-E343-4564-945F-39BA07463156},90.124545299999994,Public Map Display,Unrestricted,90.124545302531303,7f2c006e-445f-4a98-8d9e-86e39d905d7a,2665.565429687500000,2665.565429687500000,0.000000000000000
341,344.000000000000000,345.000000000000000,408.000000000000000,c738269b-8abc-4280-858f-39f4ca53a6a8,1442534400000.000000000000000,1691164838944.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,415.955679313711983,0.258462359447298,{CA33F2FF-2BA4-4C5E-A3AB-CB3217F72D56},415.815889529999993,Public Map Display,Unrestricted,415.815889526926981,663251eb-67a5-4d1f-a1de-8a2c33f4c5b5,2665.565429687500000,2665.565429687500000,0.000000000000000
342,345.000000000000000,346.000000000000000,409.000000000000000,3e636919-5f5b-4738-9161-201d0323cb53,1442534400000.000000000000000,1691164839546.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,1654.648396623379995,1.028148790641770,{8A470983-FF9A-41C3-9F51-A8F8911D949E},1654.091215520000105,Public Map Display,Unrestricted,1654.091215522069888,3dc7f5f0-c95a-44b1-8da6-7de57c6474b6,2665.565429687500000,2814.888916015625000,-19.625976562500000
343,346.000000000000000,347.000000000000000,410.000000000000000,4ccc76c4-70aa-4c95-91b6-888748cbc9e2,1442534400000.000000000000000,1691164840698.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,1969.951816422639922,1.224068860678020,{858F845B-71A0-4254-B3AA-9D9FB2487175},1969.288220460000048,Public Map Display,Unrestricted,1969.288220458789965,d9b4580d-79b0-4e9f-8b3b-2e2a28552b10,2657.240234375000000,2814.888916015625000,-157.648681640625000
344,347.000000000000000,348.000000000000000,411.000000000000000,4aa4be77-e26c-4320-829d-b72510a362f9,1442534400000.000000000000000,1691164840969.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,162.799802042396010,0.101158904772872,{C548F725-0CEE-4EE6-BE69-906818AAE923},162.745125910000013,Public Map Display,Unrestricted,162.745125915376008,b6cdb845-2024-4e5a-a69e-01d5ff3fd1dd,2657.240234375000000,2657.240234375000000,0.000000000000000
345,348.000000000000000,349.000000000000000,412.000000000000000,88896a85-90a4-4ca3-ab62-b4139894ce5c,1442534400000.000000000000000,1691164841258.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,483.463390005410986,0.300409622230319,{2BBF160A-0928-4C83-AB60-7FC6532A9883},483.300942459999987,Public Map Display,Unrestricted,483.300942456919984,13108abf-6a57-488f-8a11-55dfc0b1e8ea,2657.240234375000000,2657.240234375000000,0.000000000000000
346,349.000000000000000,350.000000000000000,414.000000000000000,08363535-1058-4f0f-a948-232cd2e54295,1442534400000.000000000000000,1691164841510.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,856.834608824147040,0.532411277610585,{E879A27A-D1B4-410D-8EE1-D6530E903721},856.546643430000017,Public Map Display,Unrestricted,856.546643430309018,4343c21e-30e9-41cc-8200-d4dc9f16c571,2657.240234375000000,2665.565429687500000,-8.325195312500000
347,350.000000000000000,351.000000000000000,415.000000000000000,caaedba2-0dbd-4334-a2c7-eb49551b23d0,1442534400000.000000000000000,1691164841826.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,281.948088223169009,0.175194069339428,{5C109423-2076-4EE4-814A-DE394AE3F6B2},281.853376720000028,Public Map Display,Unrestricted,281.853376718021025,9f43e9c4-c496-4b1e-842a-de7666963353,2665.565429687500000,2665.565429687500000,0.000000000000000
348,351.000000000000000,352.000000000000000,417.000000000000000,e4efe2cd-d30f-4d34-8534-be72b0954cff,1442534400000.000000000000000,1691164842089.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,312.000481992893981,0.193867723738324,{4761C15D-B6EA-4721-BD5D-CD27CAD11F55},311.895471690000022,Public Map Display,Unrestricted,311.895471693555010,bbe59dbe-807e-4d44-bf96-97b7f5433a62,2665.565429687500000,2814.888916015625000,149.323486328125000
349,352.000000000000000,353.000000000000000,420.000000000000000,42b2b955-b9e1-4d99-90f8-555e07f4a458,1442534400000.000000000000000,1691164842471.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,37.418679973299099,0.023250843285177,{E3883D27-036F-4045-96EA-0FBDA8B39A03},37.406095600000000,Public Map Display,Unrestricted,37.406095602475197,97ea59ed-bc31-41f7-8b98-9fe243edb7bb,2665.565429687500000,2665.565429687500000,0.000000000000000
350,353.000000000000000,354.000000000000000,421.000000000000000,aadc03c2-89de-41ed-9e95-5a33910a4796,1442534400000.000000000000000,1691164842721.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,512.496794591971025,0.318450107371936,{67B773EA-2E34-4EB3-88B3-7B9834DB7406},512.324517180000043,Public Map Display,Unrestricted,512.324517180446946,37f98f16-509d-4ffa-8b83-39eb2ddfc00b,2665.565429687500000,2665.565429687500000,0.000000000000000
351,354.000000000000000,355.000000000000000,422.000000000000000,bdc7d5b1-cc87-4f58-8afb-9252c2082d49,1442534400000.000000000000000,1691164842969.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,51.107783342476601,0.031756840754314,{98FBF7CA-82C2-480C-9CBA-D924C3F54048},51.090597819999999,Public Map Display,Unrestricted,51.090597821334001,2496fc8f-1485-4ec9-8459-218cc58e54e4,2665.565429687500000,2665.565429687500000,0.000000000000000
352,355.000000000000000,357.000000000000000,424.000000000000000,3cec87c3-7998-4dd9-9c4a-3cdef50f6fad,1442534400000.000000000000000,1691164843242.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,935.855034189080015,0.581512195328663,{331F725A-5AAF-4576-B2C1-F955DF8DB9B3},935.540568809999968,Public Map Display,Unrestricted,935.540568813609980,4b7ff807-6d30-44d0-abab-dae4cb892e13,2657.240234375000000,2665.565429687500000,8.325195312500000
353,356.000000000000000,358.000000000000000,425.000000000000000,db8427e5-7750-4b63-8cae-608b3e6a8a8d,1442534400000.000000000000000,1691164843528.000000000000000, ,Valley And River Network,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,VALLEY TRAIL,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14934, , ,No,Park Trail,VALLEY AND RIVER NETWORK,KA-03,KAWUNEECHE VALLEY,8.000000000000000,C,CL,Y,VALLEY TRAIL,KA-03 Valley & River Trail network,1915,479.590952339812986,0.298003405833624,{6102C71B-0041-4237-9C66-29C3C54CFD6F},479.429768109999998,Public Map Display,Unrestricted,479.429768112926013,af2b1d0e-cb52-4253-950b-430c03929647,2665.565429687500000,2665.565429687500000,0.000000000000000
354,357.000000000000000,359.000000000000000,426.000000000000000,c65ecad0-0031-4432-b4ec-6924c5dbdcbb,1442534400000.000000000000000,1691164843797.000000000000000, ,Glacier Gorge Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis, ,Glacier Gorge Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,39061, , ,No,Park Trail,GLACIER GORGE TRAIL,FR-41,FRONT RANGE,1.000000000000000,D,ALL,Y, ,FR-41 Glacier Gorge Junction Trail,1915,414.541124376554023,0.257583397517439,{19F61CD1-576A-481D-A1F3-7C7401D5A2B6},414.390468170000020,Public Map Display,Unrestricted,414.390468171437021,9b41f267-8278-4a0c-b7b3-cc6faaa0ead6,2844.366210937500000,2998.137939453125000,-153.771728515625000
355,358.000000000000000,360.000000000000000,427.000000000000000,2610b6ba-cafa-4221-8486-d7b5f6a75130,1442534400000.000000000000000,1691164844093.000000000000000, ,West Glacier Creek,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,GLACIER CREEK TRAIL,Glacier Crk Tr (West),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32552, , ,No,Park Trail,WEST GLACIER CREEK,FR-39,FRONT RANGE,1.000000000000000,D,ALL,Y,GLACIER CREEK TRAIL,FR-39 West Glacier Creek,1915,3346.218926666139851,2.079239885461580,{53EB5087-E092-4153-99B6-31A3C463EB66},3344.998485640000126,Public Map Display,Unrestricted,3344.998485643210188,73e719d9-1ef5-442f-bd6e-c4bbe2e772e4,2728.611083984375000,2998.137939453125000,269.526855468750000
356,359.000000000000000,361.000000000000000,428.000000000000000,7ee7a074-5009-474d-a94a-1331d8dbcd38,1442534400000.000000000000000,1691164844331.000000000000000, ,Glacier Creek Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,GLACIER CREEK TRAIL,Storm Pass Tr (West),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32566, , ,No,Park Trail,YMCA CAMP - GLACIER BASIN C.G.,FR-58,FRONT RANGE,1.000000000000000,C,ALL,Y,GLACIER CREEK TRAIL,FR-58 YMCA Camp - Glacier Basin Campground,1915,398.627854882447991,0.247695370055587,{D5D775C8-10D4-44D3-B782-0DFFE2C13E36},398.481756539999992,Public Map Display,Unrestricted,398.481756541649020,d7a17f7d-c9a2-4a8e-a511-ae8f975207d8,2728.611083984375000,2875.966308593750000,147.355224609375000
357,360.000000000000000,362.000000000000000,429.000000000000000,1c044a12-fd82-4da2-a94f-62ff784f0107,1442534400000.000000000000000,1691164844607.000000000000000, ,East Shore Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST SHORE TRAIL,East Shore Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14692, , ,No,Park Trail,EAST SHORE,WV-04,WEST VALLEYS,4.000000000000000,D,ALL,Y,EAST SHORE TRAIL,WV-04 East Shore Trail - Continental Divide Trail,1915,4346.264975875639720,2.700638448551510,{C579CCAE-85D7-4F2D-AF9D-16FBF64993A8},4344.787843869999961,Public Map Display,Unrestricted,4344.787843871000405,55e1ce38-0012-4f41-a029-f1c90c53fa55,2589.276855468750000,2671.944091796875000,6.775146484375000
358,361.000000000000000,363.000000000000000,431.000000000000000,c03c4002-d932-49c4-98c3-b5c46b4bbb5e,1442534400000.000000000000000,1691164844867.000000000000000, ,Livery Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,TONAHUTU SPUR,Valley & CO River Tr,Standard Terra Trail,Class 4: Highly Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14857, , ,No,Park Trail,LIVERY TRAIL,WV-05,WEST VALLEYS,4.000000000000000,C,ALL,Y,TONAHUTU SPUR,WV-05 Tonahutu Spur Trail - Livery trails,1915,1110.443283760600025,0.689996087147333,{F2D89439-7E63-4148-8C28-6A155D04C407},1110.069974550000097,Public Map Display,Unrestricted,1110.069974548850041,35aef667-6eae-486a-b75d-599f27ffda4b,2641.560791015625000,2657.940185546875000,0.000000000000000
359,362.000000000000000,364.000000000000000,433.000000000000000,863ca05d-5619-4175-bf4f-72410138ae5b,1442534400000.000000000000000,1691164845196.000000000000000, ,Continental Divide National Scenic Trail - Bowen Gulch Connector Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis, ,Green Mtn TH to Onahu TH Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14933, , ,No,Park Trail,CDNST BOWEN GULCH CONNECTOR,KA-02,KAWUNEECHE VALLEY,4.000000000000000,E,ALL,Y, ,KA-02 CDNST Bowen Gulch Connector,1915,1067.680357067409886,0.663424489547724,{230C9A12-1BAC-4F22-8DAC-7F6EC98AC284},1067.320527000000084,Public Map Display,Unrestricted,1067.320527001860000,bb50bec6-4b14-4f74-9e30-f20047580509,2795.262939453125000,2821.481689453125000,-26.218750000000000
